,video game,date,score,review,rating
1130,forspoken,27-Jan-23,0,"This is quite literally the worst game I've seen. Each year the Worth a Buy YouTube channel chooses the worst game of the year in December. It's January, this we already have a clear winner. Everything from the choice of character to the dialog & combat was awful.",Negative
1131,forspoken,27-Jan-23,0,"Sorry. I could not give this game anything when’s project athia coming out the one that actual looked good? Thanks for dropping demo for karma I’ll drop your physical game, This has to be the most boring experience i have ever witnessed listening to dialogue puts me in coma. The characters are bland, flatter than my neighbours dead nans ass and on the other side I don’t know what’s worse EDP455 getting cupcake for kid or forspoken. The story has an extremely bad and unsatisfying. I RETURN THIS GAME FOR REFUND WITH MY MIND. The gameplay has 0 improvements too. Boring. Must play my ass cheeks WE MADE IMPROVEMENTS FROM FEEDBACK FROM DEMO **** off you sloppy doodle donkey **** most cringe I ever witnessed. NO ****IN WAY I JUST DID THAT NO ONE ASKED G HOLD THAT SKILL ISSUE",Negative
1132,forspoken,27-Jan-23,0,"Esta versión del juego está aún más rota que la versión de Ps5, ojalá la arreglen pronto.",Negative
1133,forspoken,27-Jan-23,0,"boring gameplaypoorly optimizedthe story is so lamegraphics is not next genempty worldsPS : dont buy this crap game wait for sale!",Negative
1134,forspoken,27-Jan-23,0,"This really does have potential to be the worst game square has ever made. Boring, clunky, uninteresting combat, cringey dialogue, and in classic “AAA” fashion… released unfinished and buggy. Anybody telling you this game is good is trolling. Any critics giving this game green scores are paid to do so. Trash game",Negative
1135,forspoken,27-Jan-23,9,I can't jump on the hate train this game is getting. I liked the game a lot. The dialog was better than High on Life's. Gameplay is fun. The story was good. I really enjoyed this game.,Positive
1136,forspoken,27-Jan-23,0,"Um dos piores jogos que já tive o desprazer e prejuízo de jogar. Me senti naquele meme “olha que diálogo m&rd@“.Lacração em cima até do dragão (dragonesa no jogo). Gráfico ridículo pra um exclusivo de PS5 e nova geração, animação facial péssima, personagens sem carisma nenhum e história completamente desinteressante.",Negative
1137,forspoken,27-Jan-23,0,Main character is extremally unlikeable. Even as a homeless girl on the street she is a turd. Game play is slow and forced. i've played probably halfway through it and only redeeming aspects are when you finally get some good movement skills.  But unlikeable character has me screaming most the time..,Negative
1138,forspoken,27-Jan-23,0,"DO NOT BUY AVOID AT ALL COSTS Made the mistake of buying this game, didn't know much about it, thankfully I was wise enough to return it in time. Garbage writing, characters have the charisma of a cabbage, generic open world that looks like absolute garbage but demands 5x the performance of much better-looking games.",Negative
1139,forspoken,27-Jan-23,0,"Don't waste your money on hot trash like this, definitely not worth the price and I wouldn't play this even if it was free. The dev is putting out worse and worse games every release",Negative
1140,forspoken,27-Jan-23,0,Very poor game. Extremely disappointed in this one. Terrible protagonist and horrible combat gameplay.,Negative
1141,forspoken,27-Jan-23,0,"Just awful in every way. Go install UE5 and run their free tech demos and you will have a funner time than this game. When people say this game is cringe, they mean it 100%. Your ears will be bleeding from listening to this corporate teen soap opera. Impossible not to see at every moment in this game that it was designed by a corporate board room committee.",Negative
1142,forspoken,27-Jan-23,0,"amazing how square enix has gone down so much in such a short time, this game is a complete shame",Negative
1143,forspoken,27-Jan-23,8,"People giving this game with those score for the writing and acting are being too critical. If it comes down to performance I can understand the criticisms. The first hours opening is amazing. Very cinematic awesome looking! You fight a dragon. After that it does slow down a bit, which is one of my only criticisms so far this is a review progress but don't let the haters influence you. These are my PC specs. I wouldn't recommend anything lower both my CPU with GPU ar maxed out everything on high except for retracing. Getting 80 to 100 FPS average. 3060 TI 32 gigs of ram i7 12700k keep in mind it's only using 45% of my ram. By the way, at these settings looks amazing. By the way, all the haters go back to playing vampire survivor",Positive
1144,forspoken,27-Jan-23,0,"This game should have been called Forbroken.. They Promised SO MUCH and delivered something that felt like rushed and ""just release it already"" game. NEVER trust Square Enix anymore. Definitely not preorder. Feel bad for those who paid $70 for this pile of crap.",Negative
1145,forspoken,27-Jan-23,0,"Made an account just to warn others not to lose your money like I did. The dialogue feels like straight out of some Deviantart fanfiction, I've had headaches running the game properly and I had barely moments where I was really enjoying the world. Overall, I never thought a game would prompt me to write a bad review but here we are.",Negative
1146,forspoken,27-Jan-23,0,"Looks like a poor indie game, and they want to sell at full price its laughable, dont but this game",Negative
1147,forspoken,27-Jan-23,2,"Love open world games this is something straight from 2019 and not in a good way. Graphics feel outdated and still my 2080ti cannot handle the game without dlss.Issues with sound, stutters while moving. The game keeps fading to black to dump expositions that are poorly written but still a masterclass compared to the dialogue between the main characters. Few character models are serviceable, other are dated and not AAA level, The I think is the biggest issues and why I refunded. Nothing here is worth so much money with many much better PC games available.",Negative
1148,forspoken,27-Jan-23,0,stupid camera position ruins the game. Put the character in the center!!!!!,Negative
1149,forspoken,27-Jan-23,0,"A very disappointing game in all respects - animation, art direction, cinematics, environment, mood, tone, dialogue, and story progression. The dialogue is the main highlight and seems to represent the nadir/lowest point of video games. Just even hard to imagine how the developers and the team of ""all-star"" writers could think that this game could be successful by any means. But this review is only for the developers and the writers and not the actor who voiced  Frey. Instead, I would like to commend Ella Balinska (the voice actor) for keeping up with and voicing the extremely unlikable and unsympathetic dialogue crafted by the developers and the team of ""all-star"" writers. Forspoken is a masterclass in how not to make video games. The developers should take lessons from A Plague Tale series, Red Dead Redemption series, God of War (2018 and Ragnarok), The Last of Us series, Halo series, and indie titles (Hollow Knight, Ori, Tunic, Stray, etc.) on constructing impactful video games.",Negative
1150,forspoken,27-Jan-23,9,"Really liking the game so far! Played the DEMO on PS5 so I knew what I was getting into. PROS:-Incredible loading times. Less than a second waiting after clicking „Continue“ from main menu. Appears to use DirectStorage 1.1 from .dll inspection.-Can save pretty much anywhere (no special save points or something like that).-Very fun gameplay and traversal. The combos you can do with magic are really cool. P.S. there is a way to instantly charge LV3 magic - really satisfying once you learn that.-No #StutterStruggle. If it stutters for you then I suggest check your VRAM usage. Also enabling Dynamic Resolution option causes strange stuttering for me at least. I suggest use DLSS - looks better and does not stutter.-Awesome HDR implementation. OLED TV users are in for a treat (HDR highlights really look insane on S95B OLED).-Good enough PC graphics settings (DLSS2 and FSR2 support, Ultrawide etc..)-Feels very good on K&M. Way better mouse support than FFXV (That game runs on the same engine). Menus work natively with mouse. CONS:-A lot of dialoge can appear too cringy for a lot of people it seems. I kinda like it tho. But I guess I am used to that type of dialogue in different JRPGs. Edit: after playing more the dialogue is really fine and makes sense to me. Also, Ella Balinska doing some fine VO work, good job!-GPU reqirements are really high. The demo area is not as demanding as some of the areas in the full game. I'm talking like 70-80fps in one area (the demo area to be precise) and ~55fps in another area. Both areas are tested in a non combat scenario. In combat it drops even more.-Graphics appear to be downgraded from very first 2020 trailers. Now it does look Next Gen in some scenes (Mostly in combat) while in other scenes reminds me of PS3 style lighting (Towns and some cutscenes or some non important NPC animations).-Not really that visible RT implementation (RTGI or RT Reflections would be really great additions)-Slow beggining chapters may put off some people (And a lot of janky animation work at the beggining). Tho I urge everyone to keep playing, it gets a lot better.-Quite high storage requirement. 121 GB on my SSD. Would love to give a higher rating to the game, but that lighting in most areas is pretty lame. Really strange to see a PS5/PC only game without dynamic time of day and that off putting lighting. Also I recommend playing on powerful PC, because as the time of writing 2023-01-27 the PS5 version runs really poorly. Review PC specs:CPU: i7-13700KFGPU: RTX 4080RAM: 32GB DDR5 5600MHZ CL36STORAGE: SAMSUNG 980 PRO (Heatsink version) Games runs at a mostly locked 60 FPS in 3840x2160 with maxed out settings and DLSS Balanced on this system. (DLSS Quality also works well, but has minor drops here and there). Edit: apparently in some more demangind areas I need to set DLSS to performance to prevent noticable drops. I do not think those areas are that much more striking visually to have such a pefromance cost tho. Maybe sometime a patch will make those areas run better.",Positive
1151,forspoken,27-Jan-23,1,"70 dollars, for this? Runs poorly, paces poorly and was written poorly. Noticing a trend here...",Negative
1152,forspoken,27-Jan-23,0,Forspoken looks like a cheap game.Play and graphics worse than Anthem. At least Anthem was good with graphics.,Negative
1153,forspoken,27-Jan-23,0,"Beaucoup trop cher pour un jeu vide comparé aux attentes, downgrade graphique important, et Denuvo",Negative
1154,forspoken,27-Jan-23,3,"First game I've refunded on Steam that wasn't outright broken, because I didn't buy it to play a cut scene simulator.  Which is a shame as I had this wishlisted forever since the Project Athia demo and expected good things, thinking they'd have elaborated on the foundation of Final Fantasy 15. They didn't. I only played it an hour and a half and I was done - what limited combat I was allowed to take part in was god-awful (if you played the Harry Potter Deathly Hallows games back in the day, where it's a third person shooter? Yeah, that. Fun.), the writing is interminably bad with an extremely irritating protagonist. The world building seemed encouraging enough, Athia wasn't terrible (as a world; the x-ray vision and stupid 'open world' tropes of collecting for the sake of collecting is paint-by-numbers dull), but not enough to pull anyone in because of the obvious other flaws. Because yeah, the real killer was the non-stop fade to black for cut scenes, every 10 seconds, over and over and over and over again. Unplayable. Had to refund as can't reward this game design - it's padding, nothing less than pointless padding. Also, it's unoptimised to a funny degree. I have a 3090 and 32GB RAM, 12900K (not bragging obviously but have to give context), game still stutters along like crazy on everything over medium settings. Awful, just awful.",Negative
1155,forspoken,27-Jan-23,0,The bigger joke other than the main character and the dialogues is the price for this game. This game is not worth downloading even if it was for free,Negative
1156,forspoken,27-Jan-23,3,"Great idea for a new IP, unfortunately bad optimized for his launch nothing different from the demo and really downgrade of what we see on the trailer, forspoken will need a lot of help to run properly, even after said this game was made for PS5 it doesn't even run properly on the PC or the console.",Negative
1157,forspoken,26-Jan-23,2,"Played this game for 3 hours, so i can say that this game is terrible in every part be it writing,game design, cinematography(cutscenes) and optimization, its a unfinished product with some annoying development decisions like  akward silence during communications, fade to black transition and movement restrictions during conversation... The only thing i like about this game is the particle effects and parkour for that reason only i am giving it a 2*, remove this two aspects from the game, then this game doesnt deserve and *",Negative
1158,forspoken,26-Jan-23,8,Short version its ok. Its not the most earth shattering story but its passable and funny at times the characters are a little tropey but it kind of feels like it was intentional as opposed to just kind of thrown in. I find the exploration fun and engaging and the combat fluid if a little easy at times. There are better open world games but this one isn't a bad offering for what it is. Not for everyone but not even close to the worst like some people claim. Think of it more like infamous and less like Elden Ring or GoW and Witcher.,Positive
1159,forspoken,26-Jan-23,0,you cannot play this game with a 3070ti at 1080p at an acceptable frame rate. it has crazy requirements for graphics that are no way near good enough for a 2023 game. there are games with way better graphics that require less power.,Negative
1160,forspoken,26-Jan-23,2,"game graphic is bad, dont know why its got high minimum setting, proly bcs its huge map area renderi like the combat its good but the game still feels empty tho and idk why",Negative
1161,forspoken,26-Jan-23,0,"horrivel, essa parceria sony e square tá prejudicando a qualidade dos games.",Negative
1162,forspoken,26-Jan-23,10,"Wow, I have never seen such a large review bomb effort on a game like this. They are all liars. It’s obvious to see that. I promise you they barely played the game. Is the game perfect? No, but it is very fun. The combat in this game is extremely in depth and a blast to play, story is pretty good, and it’s world is beautiful. The environments are very diverse and a far shot from what Final Fantasy XV had. If you enjoyed FFXV or you enjoy Nier then you will love this game.",Positive
1163,forspoken,26-Jan-23,4,"Simplesmente, absolutamente, completamente, definitivamente um dos jogos já feitos. Nada como baixar a demo e descobrir que um jogo de 2023 tem gráficos de 2010 com uma otimização comparável a do GTA 4.",Negative
1164,forspoken,26-Jan-23,0,"Asco total, y así decían que sería el mejor juego mundo abierto con los mejores gráficos? Hermano vayan a terminar los final fantasy mejor.",Negative
1165,forspoken,26-Jan-23,2,"Let's be honest. Everyone knows this game is bad. Its not terrible, but its far from good. Story, Character, Dialogue are bland and cringe. The world is empty, the graphic overall is lackluster and, besides of the Magic spells, nothing excuses the horrible PC port.The Combat is fine but still kinda bland and repetitive. The same goes for ""bosses"" and the enemies. They have like 0-brain-AI and even on ""Hard"" difficulty you just spam stuff and thats it. BoringThe parkour could have been good. Really. But it just feels not good enough. Its not like moving through the world as Spiderman. Its just Fast, but it doesnt flow as good as people make it to be Now to all those ""10"" who keep calling the honest reviews fake: We all know that these 10-Rating are fake reviews from butt-hurt delusional people who were like: **** I just spend 80€ on this low-tier game, but I don't want to admit it. That's why I run around this boring world and act like its a masterpiece. No its not. The difference between you and me is that I am honest. I accept when I purchased something stupid.",Negative
1166,forspoken,26-Jan-23,0,"Podsumujmy: - Śmiesznie niearealistyczna cena- Brak języka polskiego- Kosmiczne wymagania, a przez to...- Okropna optymalizacja- Antypatyczna ""edgy"" protagonistka- Dialogi pisane przez kogoś na poziomie emocjonalnym dwunastolatka. Ciężko znaleźć jakikolwiek dobry powód aby w to zagrać. Mnie osobiście nawet dema nie chciało się dokończyć, tak bardzo się męczyłem.",Negative
1167,forspoken,26-Jan-23,1,"80 euro for this unoptimized mess of a game. Thank goodness steam has a 2 hour refund policy which I gladly used. 5950X/3090... turn camera, frame drops, camera change, frame drops, starting a 'cinematic'... frame drops. Remember crysis in 1985?  This is 10 times worse... avoid",Negative
1168,forspoken,26-Jan-23,4,"What a disappointment.-Terrible optimization for PC, but maybe one day it will be good...poor ps5 people will be stuck with terrible resolution and fps forever.-The writing is not very good, they make a lot of jokes that fall flat (we are making jack and jill went up the hill jokes in 2023? really?) Everything has to be told to you at least 10 times, but generally far more....did you hear about the corruption, we only told you about it 36 times by now.The main character is very inconsistent: she spends the first part of the game being a terrible person and treating most people badly and then has the audacity to say she thought she was being the hero...did they cut a portion of the game and forget about this line? -The gameplay can be fun, but it is so brain dead easy even on the hardest difficulty in late game, they should add at least 2 more difficulty levels and not with just more health on enemies, but actual challenging ai",Negative
1169,forspoken,26-Jan-23,0,This game is nothing like it was shown in the trailers .. It is literally a night and day differenceThis is a classic bait & switch.. and the fact reviews were held until AFTER the game released is absolutely criminal - We should’ve known about these issues before spending $70 on the gameShame on the Square Enix & Sony for this deception,Negative
1170,forspoken,26-Jan-23,1,"High price for an unoptimized port and mediocre game. If you are interested buy it very discounted. It's a mix of something modern, with situations from old games era. For as much fun as it can be, is overshadowed by its biggest flaws.",Negative
1171,forspoken,26-Jan-23,2,"Bad game with bad narrative, boring as hell, etc.",Negative
1172,forspoken,26-Jan-23,0,"This game is bad, really bad, seriously. I don't even know how many days you need to live without any game.. Or how yung and how low your experience in video-games must be to provide this game to 10/10, or simple take pleasure playing it, are u guys kidding me? A game developted on FFXV (wich have better graphics) engine, maded only for next-gen console and GPU's who have like.. 10% of all people, with so poor perfomance anyway? And it looks like the game from 7th gen consoles, gameplay like free-to-play game for mobile! Jesus, this is real scum. Don't buy it, don't even look at it!",Negative
1173,forspoken,26-Jan-23,1,"Wow I’ve seen the exact same comment on the game word for word by different accounts on here giving it a 10, review bombing clearly works in favour of bias!",Negative
1174,forspoken,26-Jan-23,0,"Terribly unoptimized, looks like a PS4 game, HORRIBLE voice acting, no reason to care about any location or character. The fight mechanics aren't great but they're the only decent thing in this game. The main character constantly curses and has ZERO depth.",Negative
1175,forspoken,26-Jan-23,1,all in all a terrible game.Childish story. Boring and unlikable Character. Empty world. Stupid story.,Negative
1176,forspoken,26-Jan-23,10,"The game is actually a 7.5 or so considering the high requirements and the graphics downgrade. Everything else is great. I liked the story, the conversations between Frey and the bracelet are funny, magic looks great and it's the best experience I've ever had when it comes to mobility.The 10 is because most reviews have nothing to do with the game itself or people directly never played. The PS5 version has 69 points and it's much worse than the PC version.",Positive
1177,forspoken,26-Jan-23,0,"This game is game of the year , worst of the worst , why the management thinks this is a good game ?",Negative
1178,forspoken,26-Jan-23,0,"Une catastrophe !Optimisation désastreuse, graphisme digne de la PS3, des dialogues beaucoup trop longs et soporifiques, un open world vide, un language grossier et continu de Frey exaspérant, 80€ le jeu, etc.Bref un vrai désastre, bravo Square Enix pour ce chef-d'oeuvre ",Negative
1179,forspoken,26-Jan-23,10,"Forspoken is a 10/10! Forspoken is a fantastic game, do not let the racist negative review spammers who have not even TOUCHED the game trick you! The combat is extremely fun and the parkour feels exhilarating, the story is interesting with some decent mystery and Frey is very well written.",Positive
1180,forspoken,26-Jan-23,10,"The hate for this game is overblown! Seriously! People ya really going to let people on the internet dictate what you like? I know I'm not going to allow anybody to dictate my purchase without doing sny research myself. Watch a walkthroughs and gameplays. Speaking of gameplay, its so awesome. Summon plants to shoot condense rocks at enemies. Summon clones made of fire to distract massive amount of enemies from charging you. You never could breathe there are always Monsters that is corrupted attacking you. Water magic that you surround alot of enemies and explode it at will. Electric magic that you Summon thunder, and etc. It has two endings for replay ability so worth it. The dialogues are much funnier. Those clips online were taking out of context so it seemed. I was caught off just like you but Forspoken is worth picking up. You won't regret it. I'm eager to get back into the world. I'm going to platinum it",Positive
1181,forspoken,26-Jan-23,3,"A fun premise let down by a very awkward game. Reminds me of a higher budget version of The Quiet Man game, crossed with the melodramatic exposition of a real-life modern person comparable to Life Is Strange.The game is slow and lumbering in every aspect: character movement, action sequences, transition from scene to scene. Constant fades to black and silent moments, the already slow pace of the story is further artificially slowed down ad-nauseum. The dialogue is very wooden, cliched and cringey, with awkward pauses between each line. The main character's performance is constantly over-acted and over-performed, over-expressed. Nothing here makes sense. Several dialogue/writing continuity errors. Plot hole every 10 minutes.Somewhat empty and lifeless world to explore.The main character often does things which make her unlikable, it's hard to immerse.Technically it's also badly coded/optimised, a sad reminder that modern developers and coders are using bloated, leaky untidy code. The game looks like it could've come out 8-10 years ago, but it plays like it needs a computer from the future. Overall, the game feels more like the product of board meetings and market research, with no heart or soul. The saving grace is the voice acting for Cuff, and some interesting environments, and some cool creatures/bosses.",Negative
1182,forspoken,26-Jan-23,1,"I honestly cannot believe this game was made. Poorly optimized, graphics from PS3/Xbox 360 era, no art style, an awful protagonist, and boring gameplay. A story is comparable to Velma at best. Congratulations, Square Enix, and the development studio that I forgot the name but I don't care. You've made one of the worst video games in the existence of mankind.",Negative
1183,forspoken,26-Jan-23,0,Why does the game feel like it was AI generated and runs so poorly??? The graphics are not even that good to justify the poor performance.,Negative
1184,forspoken,26-Jan-23,4,"Another below average game with dull story and uninspiring open world. Combat is more or less fun, but with limited number of enemies become boring very soon. Too overpriced for what it offers.For an indie game with -50% price tag and after some performance optimization it could be 8/10, but for an overpriced AAA - it is a safe skip/refund.",Negative
1185,forspoken,26-Jan-23,0,"The game would be considered decent if it was an Indie game, priced at a max of 40$, but considering it is a AAA game, marketed as aiming for the best graphic, this is absolute trash if we look at optimization and quality. This can be called a flop even if it was an Indie game",Negative
1186,forspoken,26-Jan-23,0,This game is from Square so I expected it to be at least good at story and character but boy do I be wrong. The characters are cringy the story is nonsensical and the gameplay is average FOR A $70 game,Negative
1187,forspoken,26-Jan-23,10,"Necesitas una gráfica buena, pero el juego no es malo, yo lo recomiendo, si vas a la historia y disfrutas de unas 15 horas, no está nada mal, se quejan del precio, pero cuando salió resident evil 3 remake por 60 euros y duraba 3 horas , nadie dijo nada",Positive
1188,forspoken,26-Jan-23,0,I never see a so bad optimized game ..... really  a shame .... Worst than FF15 .... yes it's possible ..... Wait for update,Negative
1189,forspoken,26-Jan-23,0,"Jogo feminista e lacrador, é essa nojeira e imundice de lacração do inicio ao fim. jogo insuportavel, nao existe mais 1 jogo decente sem essa imundice de feminismo e lacração",Negative
1190,forspoken,26-Jan-23,10,"11/10 this game is revolutionary in term of world exploring, combat (very deep learning carve) gameplay and spell progression, story and protagonist can be lousy and annoying, but other than that the game itself is a masterpiece, buy it",Positive
1191,forspoken,26-Jan-23,0,"It ain't good, chief. Lame combat, seriously unlikeable characters, and an incoherent story all make for a very poor outing by Square.",Negative
1192,forspoken,26-Jan-23,0,El videojuego es horrible. esta roto y muy mal optimizado. te pide graficas de generacion alta para correrlo a graficos altos sin tener graficos de next gen como nos vendieron en el trailer. Mi nota es un 0,Negative
1193,forspoken,25-Jan-23,0,"Ох. Давно я так сильно с игр не горел. ""Прошел"" форспокен, смотря стримы DeadP47. Такого лютого дерьма я давно не видел. Теперь по фактам.1. Персонажи говны.Главная героиня по всем канонам нынешней повестки нигерша, к тому же ""особенная"". Абсолютно все персонажи крайне бесят в своей тупости, лицемерии и убогости. За пример идти вообще не буду. 3 или 4 шлюхи поссорились и призвали демона. Они его победили, но не победили. Этот самый демон стал браслетами и прикрепился к каждой из этих сук, начав сводить их с ума. Как думаете, эти самые шлюхи, которые являются по совместительству правителями своих земель сделали хоть что то, чтоб уберечь своих подданных? Они их предупредили о том, что сойдут с ума? Нет! Нихуя подобного! В игре же из уст ГГ прозвучало примерно следующее ""Они являлись просто жертвами, а виноват демон"", при том, что именно они его и призвали!2. Логика говны.Тут все просто. Эти браслеты, являющиеся фактически частями демона сводили обладателей с ума. Это правило разрабы сами же и нарушили, показав гг во время сцены после титров, которая спокойно себе живёт с таким браслетом и даже с ним разговаривает. Так же логика вышла из чата потому, что у гг мать и отец белые, но при этом сама ""героиня"" является нигершой. Мать вместо того, чтоб отдать свою дочь отцу, просто выкидывает её в портал. В рандомное место и рандомное время. Попав в детский дом ещё младенцем гг получила имя. Замечу, что она могла получить абсолютно любое, хоть жопа залупина, но при этом эта сука выдает следующее ""так мать меня назвала в ее/его честь"", или что то в этом духе. И так со всем!3. Оптимизация и графика говны.Даже на 4090 ФПС порой падал до 57 кадров + фризы и другого рода говно. Эти партикли вообще бесполезны, хоть они так ими коечились. Можно было сделать куда красивее и менее ресурсозатратно. Графика хуже, чем в атсасине юнити, но это уже мем.4. Сюжет говны.Как и заведено в деловых дерьмоиграх/дерьмоаниме у нас тут гребаный исекай. Бомжиха бросила своего кота и исекайнулась в какой то фентезийный мир. Ее сразу все начали облизывать, мол какая она особенная и необычная, и так далее и так далее. По факту что мы имеем?1) Сплошные плоские клише про избранную/особенную/единственную и неповторимую.2) 12 глава просто зашквар. Все, из чего она состоит, так это из ""слезовыжималок"" и убогой экспозиции, чтоб отбелить боссов игры, мол ""они лишь жертвы, в во всем демон виноват. Такие они хорошие"" и не учитывая того, что именно эти бабы виноваты в смерти их мира.P.S. Эта игра идеально показывает то, что женщины у власти приведут цивилизацию в упадок, если не к полной аннигиляции, после чего перекинут всю вину на кого либо, лишь бы самим не отвечать за свои действия. Демон это топовый персонаж, хоть и главный злодей. Ему я импонировал куда больше, чем надменной суке.",Negative
1194,forspoken,25-Jan-23,0,Childish story. Boring and unlikable Character. Empty world. Stupid story...,Negative
1195,forspoken,25-Jan-23,10,"Forspoken is fine game. Graphics, Writing, Performance is 50/50, sometimes felt unfinished. But magic combat and Parkour actually really fun. I enjoyed playing it, and recommend for RPG fan like myself.",Positive
1196,forspoken,25-Jan-23,5,Square Enix should be doing much better than this. Because this game is another disappointment of their's and that will not help their record with us.,Average
1197,forspoken,25-Jan-23,9,"จากที่เล่นมาผมว่าเกมมันก็สนุกดีนะครับแต่มาติดปัญหาคือเกมมันกินสเปคเกินภาพไปหน่อย ถ้าพอร์ตมาดีๆลื่นๆก็คงจะดี",Positive
1198,forspoken,25-Jan-23,10,"Review bombers who have not even played the game have chosen this game as their next target because they are racist and hurt over a protagonist who is Black and who is also a woman. Forspoken is legitimately great and has some really fun gameplay, the magic parkour is next level and the battles are both deep and highly rewarding.",Positive
1199,forspoken,25-Jan-23,1,"Got this game for free and I still hate it. My pc can run red dead redemption 2 at the second highest graphics at 60fps and cyberpunk 2077 at high graphics 60+ fps but can't run this game on default graphics. Wanted to at least try out the combat and parkour but as soon as I got the other world, my frames dropped to 20-30 fps. The game doesn't even look good so why's it use so much? Don't waste your money unless you've got a top of the line pc.",Negative
1200,forspoken,25-Jan-23,1,"extremely unoptimized, voice acting is terribleyou know the game is terrible when dev themself give you an option in menu to cut protagonist dialogue lol",Negative
1201,forspoken,25-Jan-23,10,"The game is fantastic, one of the best and innovative combat systems you can think of with the best exploration system in years. Everything flows toghther nicely and looks spectacular when it does. The story is actually interesting which surprised me and Frey actually was endearing.",Positive
1202,forspoken,25-Jan-23,0,"This is unacceptable even by modern AAA standards lol. It's such a poor product that it actually wraps back around and impresses me with how consistently laughable it is. Imagine you had the magical ability to look into the future and therefore knew with perfect detail exactly what not to do at every, single, possible junction of the design and development of a video game and then went full-hog forward with 100% confidence and did exactly those things. That's this game. Dust off your resumes ""writing"" team Todd Stashwick, Allison Rymer, Gary Whitta and Amy Hennig  (from Wikipedia, publicly available--not doxxing) and might I suggest career transitions to waste management or garbage truck operators? Clearly you're naturals.",Negative
1203,forspoken,25-Jan-23,0,"If the PS5 version is bad, it was not necessary to release it for PC. It's surely garbage.",Negative
1204,forspoken,25-Jan-23,0,"Unfortunately, Metacritic does not have a page for the PC Demo unlike for the PS5 which it does, so I will leave my review of the demo here I was excited for the game when it was announced in 2020 and was actually thinking about buying it, however as time progressed and we got to see much more gameplay footage I came to realize that the game was becoming barebones as time goes on and this was verified when I played the demo released on Steam. Starting with the performance issues it is abysmal, there is no reason for this game to suck up 10 - 12GB of VRAM during gameplay and for some reason, there are these huge random pauses for 3-4 seconds. It is way worse than your individual stutters that were prevalent in the recent releases of The Callisto Protocol. Keep in mind I am running this game on an RTX 4090 paired with a 5950X at 1440p. I locked the FPS to 60 just to see if that would mitigate it and still no hope. Clearly, the devs have skimped on optimization. This is even confirmed when the recommended GPU is an RTX 3070 which is a high mid-range GPU. Moving onto gameplay, at best it's meh. It's nothing special or actually interesting while the game does give you the ability to switch between some sort of sword and range attack magic it just feels bland and boring. This isn't supported by the fact that the world is so desolate and empty with the occasional enemy NPCs here and there, I feel like Square Enix designed the world first and just sprinkled enemies randomly toward the end when they felt like they were rushing to meet the deadline. I won't speak for the story as this was just the demo, but I will finally point out that the bracelet thing is extremely annoying. Overall don't pick this game up right now, especially given the price point is $70 (US) feels like an absolute scam. Wait for a year or so for the bugs to be ironed out and sales to kick in. I feel like the game would probably be a decent buy for $25 ish but even that's asking for a lot",Negative
1205,forspoken,25-Jan-23,1,"it's a disappointing game from start to finish, with the most boring mechanics i've seen in a long time. it really takes forever to finish the game.",Negative
1206,forspoken,25-Jan-23,0,"One of the worst games i have ever played. Its lackluster world, frustrating controls, unresponsive/unsatisfying combat, old Assassin's Creed graphics (pale textures and colors for an adventure game) and poor optimization for that, cringe and not interesting story, feminism and awareness of literally nothing has been enough for me to not look game with anticipation of havin fun.",Negative
1207,forspoken,25-Jan-23,0,"This game is simply unacceptable. Worst optimization ever, old gameplay, and the protagonist is beyond cringe. Also, HOW can a game with those mid graphics, run so badly?",Negative
1208,forspoken,25-Jan-23,0,bad game bad optimisation and even worse bad story and game play glad i got refund,Negative
1209,forspoken,25-Jan-23,0,This is the WORST rpg i have ever played! the story was mediocre and all over the place.. the side quests was terrible! the voice acting and combat is half hearted to say the least... i will rather play through the Final Fantasy Lighting trilogy 100 times then to play this crap ever again! that is how bad this game is... haha rather play Two Worlds than this...,Negative
1210,forspoken,25-Jan-23,0,"Awful optimization, a game so average looking should not require the kind of specs it does.",Negative
1211,forspoken,25-Jan-23,0,"Ultimately Forspoken deserves a 9/10 and a price certainly not beyond 30 euros.Forspoken is unfortunately a Sloppy game, NOT a bad game. The potential, the environment, the possibilities, some ideas were or are there... but somehow the direction the project took was towards a prioritization of anarchic copy/paste of successful license HZD, HFW, ASC, EldenRing ... Putting aside what could become the soul of this game and completely forgetting the most important; The immersion, the quality of the narration, the passion for a story, the staging, the orchestration, the atmosphere... a video game. NOT a patchwork of INVESTMENT optimization CALCULATIONS. And, ""No!"", those who tell you that 32G ram is the norm today for PC gaming are only lying to themselves. All PC sites and other gamer products offer a 16G ram configuration. So we can nitpick by saying that a real proPC will build his bike himself - yes - but that doesn't change the fact that 95% of the general public will therefore be in 16g ram and that offering an optimization for 5% of the general public for a triple A, new license with great ambitions ... it's shooting yourself in the foot. So, the truth is certainly more complicated than that and lies internally at Sqex whose ambitions and marketing have seen themselves radically turn towards NFTs... (what a good idea!) Clearly this PC version of Forspoken is simply sloppy, tossed about like that - barely supported by the PC infrastructure and without any money dedicated to its integration and optimization. Clearly an insult to PC gamers and the Sqex fan.",Negative
1212,forspoken,25-Jan-23,0,"Cringe and super-cringe is not nearly enough to describe this cringe pile of cringe s*it! This is what happens when you suddenly decide to appeal to a ""gLoBaL AuDiEncE"" that, (un)ironically, doesn't even exist!",Negative
